bus_number,stop_sequence,stop_name
A-469 - Maharana Pratap Chowk Mulund to Goregaon Oshiwara Depot,58,Siddharth Nagar Number 2 (Goregaon West) #2
A-469 - Maharana Pratap Chowk Mulund to Goregaon Oshiwara Depot,59,Best Nagar (Goregaon West) #2
A-469 - Maharana Pratap Chowk Mulund to Goregaon Oshiwara Depot,60,BEST Nagar Or Oshiwara BEST Colony (Goregaon West) #2
A-469 - Maharana Pratap Chowk Mulund to Goregaon Oshiwara Depot,61,Bhagatsingh Nagar Or Sejal Park (Goregaon West) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,1,Borivali Station East #5
A-470 - Borivali Station East to Ghatkopar Bus Station,2,Borivali Station East #8
A-470 - Borivali Station East to Ghatkopar Bus Station,3,Omkareshwar Mandir (Borivali) #3
A-470 - Borivali Station East to Ghatkopar Bus Station,4,Devi Pada (Borivali) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,5,Magathane Depot (Borivali) #3
A-470 - Borivali Station East to Ghatkopar Bus Station,6,Magathane Telecom Exchange (Kandivali East) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,7,Dattani Park (Kandivali East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,8,Mahindra Company Gate Or B H A D Colony (Kandivali East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,9,Bandongri (Kandivali East) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,10,Pushpa Park (Malad East) #4
A-470 - Borivali Station East to Ghatkopar Bus Station,11,Kurar Village (Malad East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,12,Pathan Wadi (Malad East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,13,General Arun Kumar Vaidya Marg Junction (Goregaon) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,14,Virwani Estate Or Sarvodaya Nagar (Goregaon) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,15,Goregaon Check Naka No 1 #4
A-470 - Borivali Station East to Ghatkopar Bus Station,16,Vanrai Or Mhada Colony (Goregaon) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,17,Mahananda Dairy (Goregaon)
A-470 - Borivali Station East to Ghatkopar Bus Station,18,Bimbisar Nagar (Goregaon) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,19,Balasaheb Thakre Trauma Centre or SRP Camp (Goregaon) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,20,Jogeshwari Police Station (Jogeshwari East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,21,Ismail Yusuf College (Jogeshwari East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,22,Shankar Wadi (Jogeshwari East) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,23,Gundavli Or Lions Club (Andheri East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,24,Darpan Cinema Or Sai Services
A-470 - Borivali Station East to Ghatkopar Bus Station,25,Chakala (Andheri East) #4
A-470 - Borivali Station East to Ghatkopar Bus Station,26,Divine Child High School (Andheri East) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,27,JB Nagar (Andheri East) #3
A-470 - Borivali Station East to Ghatkopar Bus Station,28,Marol Pipeline (Andheri East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,29,Mata Ramabai Ambedkar Chowk Or Marol Naka (Andheri East) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,30,Mittal Estate (Andheri East) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,31,Dr Datta Samant Chowk Or Saki Naka (Andheri East) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,32,Maharashtra Kata (Asalpha) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,33,Lokmanya Tilak Nagar (Asalpha) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,34,Mohili Village (Saki Naka) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,35,Asalpha Village #1
A-470 - Borivali Station East to Ghatkopar Bus Station,36,Jambhulpada (Asalpha) #3
A-470 - Borivali Station East to Ghatkopar Bus Station,37,Jambhulpada Shiv Sena Office (Saki Naka) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,38,Jagruti Nagar (Ghatkopar West) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,39,Maneklal Municipal School (Ghatkopar West) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,40,Gopal Bhavan (Ghatkopar West) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,41,Nityanand Nagar (Ghatkopar West) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,42,Ghatkopar Pipe Line (Ghatkopar West) #3
A-470 - Borivali Station East to Ghatkopar Bus Station,43,Sarvodaya Hospital (Ghatkopar West) #2
A-470 - Borivali Station East to Ghatkopar Bus Station,44,Sarvodaya Hospital (Ghatkopar West) #1
A-470 - Borivali Station East to Ghatkopar Bus Station,45,Ghatkopar Station West (Ghatkopar West) #7
A-470 - Borivali Station East to Ghatkopar Bus Station,46,Laxmi Nagar (Ghatkopar East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,1,Ghatkopar Bus Station (Mankur) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,2,Ghatkopar Railway Station West
A-470 - Ghatkopar Bus Station to Borivali Station East,3,Laxmi Nagar (Ghatkopar East) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,4,Ghatkopar Station West (Ghatkopar West) #6
A-470 - Ghatkopar Bus Station to Borivali Station East,5,Ghatkopar Post Office Or Sarvodaya Hospital (Ghatkopar West) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,6,Sarvodaya Hospital (Ghatkopar West) #6
A-470 - Ghatkopar Bus Station to Borivali Station East,7,Gopal Bhavan (Ghatkopar West) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,8,Nityanand Nagar (Ghatkopar West) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,9,Ghatkopar Pipe Line (Ghatkopar West) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,10,Maneklal Municipal School (Ghatkopar West) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,11,Jagruti Nagar (Ghatkopar West) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,12,Jambhulpada Shiv Sena Office (Saki Naka) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,13,Asalpha Village #2
A-470 - Ghatkopar Bus Station to Borivali Station East,14,Mohili Village (Saki Naka) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,15,Lokmanya Tilak Nagar (Asalpha) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,16,Maharashtra Kata (Asalpha) #4
A-470 - Ghatkopar Bus Station to Borivali Station East,17,Dr Datta Samant Chowk Or Saki Naka (Andheri East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,18,Mittal Estate (Andheri East) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,19,Mata Ramabai Ambedkar Chowk Or Marol Naka (Andheri East) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,20,Marol Pipeline (Andheri East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,21,JB Nagar (Andheri East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,22,Divine Child High School (Andheri East) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,23,Chakala (Andheri East) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,24,Darpan Cinema Or Sai Service (Andheri East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,25,Gundavli Or Lions Club (Andheri East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,26,Shankar Wadi (Jogeshwari East) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,27,Ismail Yusuf College (Jogeshwari East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,28,Jogeshwari Police Station (Jogeshwari East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,29,Balasaheb Thakre Trauma Centre or SRP Camp (Goregaon) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,30,Bimbisar Nagar (Goregaon) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,31,Mahananda Dairy Or N S C Compound
A-470 - Ghatkopar Bus Station to Borivali Station East,32,Vanrai Or Mhada Colony (Goregaon) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,33,Goregaon Check Naka No 1 #6
A-470 - Ghatkopar Bus Station to Borivali Station East,34,Virwani Estate Or Sarvodaya Nagar (Goregaon) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,35,General Arun Kumar Vaidya Marg Junction (Goregaon) #5
A-470 - Ghatkopar Bus Station to Borivali Station East,36,Pathan Wadi (Malad East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,37,Kurar Village (Malad East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,38,Pushpa Park (Malad East) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,39,Bandongri (Kandivali East) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,40,Mahindra Company Gate Or B H A D Colony (Kandivali East) #4
A-470 - Ghatkopar Bus Station to Borivali Station East,41,Dattani Park (Kandivali East) #3
A-470 - Ghatkopar Bus Station to Borivali Station East,42,Magathane Telecom Exchange (Kandivali East) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,43,Magathane Depot (Borivali) #2
A-470 - Ghatkopar Bus Station to Borivali Station East,44,Devi Pada (Borivali) #1
A-470 - Ghatkopar Bus Station to Borivali Station East,45,Omkareshwar Mandir (Borivali) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,1,Borivali Station East #2
A-471 - Borivali Station East to Ghatkopar Bus Station,2,Borivali Station East #3
A-471 - Borivali Station East to Ghatkopar Bus Station,3,Omkareshwar Mandir (Borivali) #3
A-471 - Borivali Station East to Ghatkopar Bus Station,4,Devi Pada (Borivali) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,5,Magathane Depot (Borivali) #3
A-471 - Borivali Station East to Ghatkopar Bus Station,6,Magathane Telecom Exchange (Kandivali East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,7,Dattani Park (Kandivali East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,8,Mahindra Company Gate Or B H A D Colony (Kandivali East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,9,Bandongri (Kandivali East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,10,Pushpa Park (Malad East) #4
A-471 - Borivali Station East to Ghatkopar Bus Station,11,Kurar Village (Malad East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,12,Pathan Wadi (Malad East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,13,General Arun Kumar Vaidya Marg Junction (Goregaon) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,14,Virwani Estate Or Sarvodaya Nagar (Goregaon) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,15,Goregaon Check Naka No 1 #4
A-471 - Borivali Station East to Ghatkopar Bus Station,16,Vanrai Or Mhada Colony (Goregaon) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,17,Mahananda Dairy (Goregaon)
A-471 - Borivali Station East to Ghatkopar Bus Station,18,Bimbisar Nagar (Goregaon) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,19,Balasaheb Thakre Trauma Centre or SRP Camp (Goregaon) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,20,Pratap Nagar Majas (Jogeshwari East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,21,Ramwadi (Jogeshwari East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,22,Datta Tekdi Or Shiv Tekdi (Jogeshwari East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,23,Majas Depot Or Shyam Nagar (Jogeshwari East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,24,Kalpataru Estate (Jogeshwari East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,25,Green Fields (Jogeshwari East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,26,Durga Nagar (Goregaon) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,27,Kamal Amrohi Studio (Goregaon) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,28,Sariput Nagar (Jogeshwari East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,29,Seepz Village (Andheri East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,30,Reliance Energy Training Centre (Andheri East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,31,Aare JVLR metro station #2
A-471 - Borivali Station East to Ghatkopar Bus Station,32,I E S High School Or J V L R (Andheri East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,33,Milind Nagar (Andheri East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,34,Dr Ambedkar Udyan Powai #3
A-471 - Borivali Station East to Ghatkopar Bus Station,35,Shipping Corporation (Powai) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,36,I I T Market (Powai) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,37,Ramashram (Powai) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,38,Panchkutir Or Ganesh Mandir
A-471 - Borivali Station East to Ghatkopar Bus Station,39,Gateway Plaza (Powai) #4
A-471 - Borivali Station East to Ghatkopar Bus Station,40,I I T Main Gate (Vikhroli West) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,41,Powai Vihar Complex #2
A-471 - Borivali Station East to Ghatkopar Bus Station,42,Hiranandani (Powai) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,43,Gandhi Nagar (Bhandup West) #4
A-471 - Borivali Station East to Ghatkopar Bus Station,44,Hindustan Company (Vikhroli West) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,45,Municipal Office Vikhroli (Vikhroli West) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,46,Cipla Company Or Military Canteen (Vikhroli West) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,47,Vikhroli Station Road West (Vikhroli West) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,48,Godrej Company (Vikhroli West) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,49,Vikhroli Depot (Vikhroli West) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,50,Minatai Thakre Maidan Or Anacin Company (Ghatkopar West) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,51,Dargah Vikhroli (Ghatkopar West) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,52,Shreyas Cinema (Ghatkopar West) #3
A-471 - Borivali Station East to Ghatkopar Bus Station,53,Nityanand Nagar (Ghatkopar West) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,54,Laxmi Nagar (Ghatkopar East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,55,Marathi Vidyalaya Ghatkopar East #2
A-471 - Borivali Station East to Ghatkopar Bus Station,56,Pantnagar Police Station (Ghatkopar East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,57,Pant Nagar (Ghatkopar East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,58,Ghatkopar Depot Or Caseurina (Mankur) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,59,Shivner Chowk Or Ganesh Mandir (Ghatkopar East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,60,Odeon Cinema (Ghatkopar East) #4
A-471 - Borivali Station East to Ghatkopar Bus Station,61,Saibaba Mandir Ghatkopar (Ghatkopar East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,62,Vallabh Park (Ghatkopar East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,63,Ramabai Nagar (Ghatkopar East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,64,Railway Police Ground (Ghatkopar East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,65,Shanti Sudha Park or Jain Mandir (Ghatkopar East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,66,Shankeshwar Buliding (Ghatkopar East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,67,Nalanda Society (Ghatkopar East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,68,Kamraj Nagar (Ghatkopar East) #1
A-471 - Borivali Station East to Ghatkopar Bus Station,69,Garodia Nagar RTO (Ghatkopar East) #2
A-471 - Borivali Station East to Ghatkopar Bus Station,70,R T O Office (Ghatkopar East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,1,Ghatkopar Bus Station (Mankur) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,2,Laxmi Nagar (Ghatkopar East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,3,Nityanand Nagar (Ghatkopar West) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,4,Shreyas Cinema (Ghatkopar West) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,5,Dargah Vikhroli (Ghatkopar West) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,6,Minatai Thakre Maidan Or Anacin Company (Ghatkopar West) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,7,Vikhroli Depot (Vikhroli West) #5
A-471 - Ghatkopar Bus Station to Borivali Station East,8,Asha And Usha Company (Vikhroli West) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,9,Vikhroli Station Road West (Vikhroli West) #3
A-471 - Ghatkopar Bus Station to Borivali Station East,10,Cipla Company Or Military Canteen (Vikhroli West) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,11,Hindustan Company (Vikhroli West) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,12,Gandhi Nagar (Bhandup West) #5
A-471 - Ghatkopar Bus Station to Borivali Station East,13,Gandhi Nagar (Bhandup West) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,14,Hiranandani (Powai) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,15,Powai Vihar Complex #1
A-471 - Ghatkopar Bus Station to Borivali Station East,16,I I T Main Gate (Vikhroli West) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,17,Gateway Plaza (Powai) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,18,I I T Market (Powai) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,19,Panchkutir or Ganesh Mandir
A-471 - Ghatkopar Bus Station to Borivali Station East,20,Ramashram (Powai) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,21,Shipping Corporation (Powai) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,22,Dr Ambedkar Udyan Powai #5
A-471 - Ghatkopar Bus Station to Borivali Station East,23,Milind Nagar (Andheri East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,24,I E S High School Or J V L R (Andheri East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,25,Aare JVLR metro station #1
A-471 - Ghatkopar Bus Station to Borivali Station East,26,Reliance Energy Training Centre (Andheri East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,27,Seepz Village (Andheri East) #4
A-471 - Ghatkopar Bus Station to Borivali Station East,28,Sariput Nagar (Jogeshwari East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,29,Kamal Amrohi Studio (Goregaon) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,30,Durga Nagar (Goregaon) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,31,Green Fields (Jogeshwari East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,32,Kalpataru Estate (Jogeshwari East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,33,Majas Depot Or Shyam Nagar (Jogeshwari East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,34,Shyam Nagar (Jogeshwari East) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,35,Datta Tekdi Or Shiv Tekdi (Jogeshwari East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,36,Ramwadi (Jogeshwari East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,37,Pratap Nagar Majas (Jogeshwari East) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,38,Balasaheb Thakre Trauma Centre or SRP Camp (Goregaon) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,39,Bimbisar Nagar (Goregaon) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,40,Mahananda Dairy Or N S C Compound
A-471 - Ghatkopar Bus Station to Borivali Station East,41,Vanrai Or Mhada Colony (Goregaon) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,42,Goregaon Check Naka No 1 #6
A-471 - Ghatkopar Bus Station to Borivali Station East,43,Virwani Estate Or Sarvodaya Nagar (Goregaon) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,44,General Arun Kumar Vaidya Marg Junction (Goregaon) #5
A-471 - Ghatkopar Bus Station to Borivali Station East,45,Pathan Wadi (Malad East) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,46,Kurar Village (Malad East) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,47,Pushpa Park (Malad East) #2
A-471 - Ghatkopar Bus Station to Borivali Station East,48,Bandongri (Kandivali East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,49,Mahindra Company Gate Or B H A D Colony (Kandivali East) #4
A-471 - Ghatkopar Bus Station to Borivali Station East,50,Dattani Park (Kandivali East) #3
A-471 - Ghatkopar Bus Station to Borivali Station East,51,Magathane Telecom Exchange (Kandivali East) #1
A-471 - Ghatkopar Bus Station to Borivali Station East,52,Magathane Depot (Borivali) #2
